"세종특별자치시",0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,837,10019,15,0,0,150,2040,3061,478,1094,5229,73,1547,1129,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,119,504,600,926,11670,10,186,19,156,2414,3758,521,1264,6578,59,1563,921,0,0,0,9,69,6,8,13,1,1,446,5,7,511,37,164,214,351,815,8439,13,1234,157,129,1736,2244,478,1020,4876,58,1419,826,0,0,0,1,512,6,0,0,0,1,625,6,7,718,48,129,219,282,771,8866,11,1874,198,92,1740,1602,457,1209,5524,63,1328,836,0,0,0,2,254,4,0,0,0,1,362,4,4,756,32,41,919,375,102,289,295,734,5096,1,0,0,113,1138,1287,400,653,2607,64,1271,817,0,0,0,2,297,5,0,0,0,2,297,5,4,651,26,42,324,136,109,200,219,799,6714,17,230,40,120,1908,2280,503,709,3570,47,909,431,0,0,0,8,847,64,1,0,0,7,977,64,6,748,45,12,289,35,86,289,249,849,7786,2,1462,24,139,2296,3181,555,663,3678,54,1165,625,0,0,0,7,845,60,1,0,0,6,998,60,3,652,20,13,245,32,78,214,166,789,5592,2,664,12,111,1470,1638,492,572,2818,46,1209,562,0,0,0,8,856,69,1,0,0,7,941,69,11,481,54,17,157,27,100,409,411,-,-,22,582,126,85,1539,1307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"경기도",7767,89621,330,830,2740,2426,1994,48384,912,747,6816,2068,1291,26707,0,0,0,44,150,66,4,200,8,40,145,58,60,342,205,1927,244,4703,7949,106392,295,757,2234,2248,2053,46144,1033,1214,12543,2009,1578,31707,0,0,0,42,512,215,4,825,33,38,479,182,69,983,678,2253,571,12871,8259,101929,310,569,1762,2108,2093,44122,1155,1257,14515,1889,1559,29462,0,0,0,60,1507,907,6,620,36,54,1602,871,52,576,297,2686,404,10864,8296,83081,316,314,992,2018,1796,36231,1127,826,9309,1746,1518,26512,0,0,0,54,1317,705,6,456,27,48,1424,678,48,623,302,2988,302,9030,7991,78046,341,498,1699,1908,1733,33076,1011,714,7218,1700,1665,28301,7,1681,126,52,1083,567,9,1310,117,43,1037,450,48,432,207,831,304,2526,2092,207,4326,7975,72441,353,443,1563,1921,1367,26255,978,741,7247,1675,1749,29299,9,981,85,46,1122,518,9,1043,91,38,1140,428,58,207,120,780,315,2457,2155,227,4897,6973,70354,524,573,3001,1597,1744,27843,895,751,6716,1495,1706,25500,0,0,0,34,960,323,7,1086,81,26,923,242,88,323,284,621,269,1669,1720,292,5018,6805,73806,519,642,3333,1530,2131,32611,831,744,6181,1520,1638,24890,0,0,0,76,503,385,10,721,74,66,470,311,90,375,339,545,304,1660,1693,260,4407,6746,67629,478,581,2779,1488,1823,27123,889,704,6260,1450,1697,24607,0,0,0,54,578,313,13,351,45,41,648,269,101,407,412,507,295,1493,1779,261,4642,-,-,505,576,2908,1458,1649,24041,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"강원도",2832,16656,721,620,4472,134,1432,1919,596,607,3619,200,1328,2655,0,0,0,266,566,1506,25,264,66,241,598,1440,74,592,438,841,243,2047,3230,22249,831,695,5778,159,1459,2320,558,719,4012,324,1680,5442,0,0,0,278,806,2241,6,533,32,272,812,2209,37,516,191,1043,217,2265,3469,22071,930,597,5550,190,1784,3387,551,728,4009,289,1207,3487,0,0,0,234,973,2279,6,499,30,228,985,2249,52,425,222,1222,257,3137,3413,18953,947,581,5506,182,1253,2274,559,691,3861,254,1049,2663,0,0,0,246,760,1874,1,357,4,245,762,1870,41,403,167,1184,220,2608,3640,24904,1092,960,10486,204,1513,3080,590,716,4224,258,953,2454,0,0,0,262,751,1971,3,446,14,259,755,1957,62,356,221,169,230,388,1004,207,2080,3526,21062,1124,731,8215,140,845,1185,584,660,3851,265,953,2530,0,0,0,272,714,1940,2,391,9,269,717,1931,80,522,417,158,400,633,903,254,2290,4228,38798,1579,1489,23503,133,1209,1610,735,746,5483,216,1160,2510,0,0,0,265,660,1753,2,390,7,264,662,1746,106,612,651,137,351,481,1056,266,2807,4339,41085,1630,1524,24852,137,1141,1565,770,746,5741,222,1097,2439,0,0,0,287,816,2343,5,391,20,282,824,2323,135,718,973,105,363,381,1052,265,2791,4387,34446,1679,1175,19729,140,635,889,815,697,5679,192,1157,2218,0,0,0,263,759,2000,7,426,30,256,768,1971,114,577,657,117,362,422,1068,267,2853,-,-,1748,1299,22699,122,1304,1590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"충청북도",14610,160008,3984,1738,69242,502,1999,10034,4174,781,32592,2393,1470,35179,0,0,0,898,433,3884,2,0,0,896,433,3884,290,1404,4072,2369,211,5005,15219,157710,4087,1709,69846,412,1844,7597,5380,897,48272,1474,1195,17617,0,0,0,851,546,4647,2,750,15,849,546,4632,400,790,3161,2615,251,6570,15129,156583,4024,1657,66661,399,2244,8949,5827,886,51624,1147,1355,15541,0,0,0,759,528,4011,3,679,22,756,527,3989,403,571,2299,2570,292,7498,15205,137329,4056,1272,51580,405,1317,5336,5756,881,50690,1082,1408,15241,0,0,0,797,533,4248,0,0,0,797,533,4248,426,693,2957,2681,271,7277,14468,142773,3929,1333,52376,362,2263,8196,5569,996,55465,1069,1273,13609,0,0,0,646,556,3588,1,633,7,645,555,3581,441,662,2917,283,362,1022,2169,258,5600,13912,120946,3645,1165,42477,315,1321,4157,5354,842,45073,1158,1392,16120,2,0,0,669,510,3415,2,691,12,668,510,3403,487,450,2190,234,415,970,2049,319,6543,13427,142202,3594,1451,52133,246,1556,3827,4927,935,46063,1637,1488,24362,1,0,0,471,1276,6014,25,834,208,446,1301,5806,486,616,2992,169,481,815,1896,316,5996,13812,155305,3703,1584,58640,232,1713,3977,4962,908,45070,1860,1706,31746,1,0,0,547,1200,6562,9,70,6,538,1220,6556,468,604,2828,149,456,681,1889,307,5801,13478,132584,3738,965,36063,187,994,1855,4661,1009,47024,1882,1811,34083,0,0,0,517,936,4838,9,60,5,508,952,4833,421,653,2752,158,484,764,1913,272,5206,-,-,3721,1149,42735,171,1294,2217,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"충청남도",7428,107044,1283,1914,24560,2334,2395,55898,515,798,4108,963,1200,11553,0,0,0,534,1058,5649,47,1134,533,487,1051,5116,77,679,523,1722,276,4753,7131,105190,1600,1683,26924,2094,2444,51179,395,980,3871,1050,1309,13745,0,0,0,493,961,4738,59,453,267,434,1030,4471,21,590,124,1478,312,4609,7424,119026,1574,1864,29343,2119,3054,64711,405,1001,4057,928,890,8259,0,0,0,491,1356,6652,46,814,372,445,1412,6280,29,690,199,1878,309,5805,7130,94971,1437,1244,17878,2057,2561,52685,379,1004,3805,921,956,8797,0,0,0,438,940,4116,43,568,244,395,980,3872,32,618,199,1866,401,7491,6999,99773,1436,1684,24189,2012,2614,52597,371,863,3205,858,969,8316,0,0,0,465,1086,5050,74,475,353,391,1203,4697,25,380,95,419,441,1848,1412,317,4473,6781,77769,1297,1322,17147,1956,2132,41710,370,756,2799,818,821,6713,21,460,98,441,947,4179,125,662,827,317,1059,3353,31,348,109,416,451,1878,1430,219,3135,7507,93050,1534,1481,22717,2108,2393,50433,293,894,2619,983,829,8153,5,743,35,394,699,2751,47,472,224,346,730,2527,21,400,85,270,479,1292,1900,261,4965,7471,98266,1564,1559,24371,1991,2705,53860,280,814,2282,1004,892,8961,23,573,132,395,730,2887,78,319,250,317,832,2637,23,232,53,272,474,1289,1918,231,4431,7458,80736,1448,973,14093,2127,2211,47025,276,819,2256,964,866,8352,12,602,75,363,663,2404,65,191,124,298,765,2280,28,386,107,256,491,1259,1984,260,5165,-,-,1364,1074,14655,2134,2044,43632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전라북도",10009,82154,2223,1560,34688,618,2090,12916,913,888,8111,931,1358,12645,0,0,0,1515,111,1687,116,633,734,1399,68,953,48,373,179,3761,317,11928,11101,105995,2360,1738,41008,681,2268,15446,1265,1022,12923,1258,983,12361,10,490,49,1558,635,9901,78,281,219,1480,654,9682,84,450,378,3885,359,13929,10962,111420,2525,1612,40694,715,2910,20808,1341,1048,14054,1013,1068,10816,9,895,83,1539,748,11507,114,658,753,1424,755,10754,98,367,358,3723,352,13100,10569,92626,2643,1082,28597,648,2233,14466,1374,968,13296,995,1249,12429,8,0,0,1440,825,11876,115,938,1080,1324,815,10796,85,396,335,3378,344,11627,10259,105297,2698,1483,40020,537,2852,15308,1345,1021,13727,982,1149,11278,0,0,0,1430,842,12032,70,603,422,1360,854,11610,70,351,246,628,459,2884,2569,381,9802,9517,76888,2449,931,22804,532,2094,11145,1309,1057,13838,1017,935,9505,0,0,0,1257,750,9432,82,634,519,1175,759,8912,77,287,221,555,436,2420,2321,324,7522,7593,90405,2033,1729,35142,730,2451,17896,1067,1222,13034,819,823,6743,8,520,39,1020,949,9681,111,1481,1648,909,884,8033,64,440,280,310,443,1372,1543,403,6218,8270,103414,2317,1839,42618,819,2814,23052,1144,1157,13230,809,798,6455,8,504,38,1062,922,9798,66,1296,857,996,898,8941,40,507,205,302,480,1449,1769,371,6569,8210,75684,2227,1176,26183,788,1702,13414,1171,1037,12143,805,834,6713,23,366,84,1050,874,9170,109,1462,1597,940,805,7573,54,392,211,259,489,1266,1833,355,6500,-,-,2248,1441,32386,771,2326,17928,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전라남도",18909,203064,289,1841,5320,3499,2457,85980,506,445,2252,281,1380,3877,19,711,135,6055,1014,61379,3108,1093,33966,2947,930,27413,86,228,196,8174,537,43925,18719,209562,554,1674,9274,2499,2766,69119,692,989,6841,283,1118,3165,0,0,0,6026,1055,63579,3028,1043,31573,2998,1068,32006,53,432,229,8612,666,57355,18545,213407,533,1429,7621,2450,2800,68601,759,641,4861,287,1379,3952,84,1703,1428,5791,1276,73876,2928,1147,33574,2863,1408,40302,65,425,277,8577,616,52791,18040,172610,545,730,3984,2330,2212,51530,710,615,4364,275,1291,3549,92,1405,1289,5607,1079,60497,2673,1100,29419,2933,1059,31078,75,331,249,8407,561,47148,17710,168139,557,982,5471,2230,2268,50582,780,793,6187,306,1069,3275,58,1227,707,5441,965,52483,2500,901,22529,2942,1018,29954,75,771,578,3796,524,19882,4466,649,28974,17003,118215,562,524,2944,2143,1297,27788,788,723,5702,271,917,2482,62,966,600,5204,700,36439,2351,864,20320,2853,565,16119,78,303,237,3479,424,14739,4416,618,27284,15099,146345,208,787,1635,2552,2695,68762,777,744,5779,224,989,2215,110,1065,1175,4819,687,33119,1957,948,18548,2862,509,14571,109,167,182,2623,439,11523,3678,597,21955,16210,173076,218,1077,2351,2729,3256,88866,911,717,6532,247,875,2163,74,1145,845,5213,723,37709,2197,936,20551,3016,569,17158,107,211,226,2779,465,12924,3931,546,21460,16031,134064,240,450,1080,2710,2300,62346,966,507,4898,269,1019,2741,109,1152,1258,5039,613,30894,2080,824,17132,2960,465,13762,93,291,270,2579,415,10699,4025,494,19879,-,-,231,228,528,2686,1996,53613,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"경상북도",54396,763459,19247,1936,372627,1422,1744,24800,8412,1063,89403,7714,1550,119549,0,0,0,7166,1283,91924,716,969,6936,6450,1318,84988,4933,833,41071,5502,438,24085,57029,803755,20083,1831,367710,1309,1808,23664,9288,1138,105700,7786,1725,134328,0,0,0,6625,1373,90939,541,977,5283,6084,1408,85656,5999,940,56414,5939,421,25000,56887,769889,20178,1675,338034,1287,2211,28449,9658,1180,114007,6809,1595,108602,0,0,0,6715,1450,97386,554,968,5360,6162,1493,92026,6208,905,56209,6032,451,27202,55968,696130,19780,1594,315230,1223,1622,19831,9767,1113,108693,6769,1416,95840,4,0,0,6437,1344,86537,556,890,4948,5882,1387,81589,6090,765,46609,5897,397,23390,54768,709289,19462,1737,338085,1165,1835,21378,9578,1103,105669,6773,1305,88416,7,162,12,6128,1500,91937,473,932,4412,5655,1548,87525,5885,741,43631,725,399,2894,5046,342,17267,54294,610536,18705,1486,277942,1081,999,10796,9764,1008,98440,7202,1250,90022,20,179,36,5952,978,58195,468,718,3358,5484,1000,54836,5997,717,42978,613,394,2414,4961,599,29713,53482,645467,20955,1475,309034,1106,2060,22793,9432,1076,101503,7258,1256,91140,13,391,51,5043,1028,51863,474,864,4092,4569,1046,47771,5391,807,43491,381,430,1638,3902,614,23954,55334,682341,20685,1598,330532,1005,2719,27318,10017,1011,101250,8203,1271,104288,13,292,37,5233,1077,56372,434,850,3689,4799,1098,52683,5376,842,45284,365,403,1474,4437,356,15786,54551,582700,20046,1222,244990,986,2013,19855,10002,952,95221,8308,1311,108907,12,296,37,5144,1103,56721,428,662,2832,4716,1143,53889,5232,800,41853,308,419,1290,4511,306,13827,-,-,19257,1486,286099,970,2149,20840,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"경상남도",20011,247447,3444,1966,67491,835,1390,11562,371,1046,3880,472,1387,6547,0,0,0,9427,1361,128277,7064,1535,108433,2363,840,19844,249,774,1927,5213,533,27763,17933,196880,3339,1531,51134,641,1260,8077,365,909,3319,306,1387,4243,0,0,0,8155,1246,101651,5623,1431,80455,2532,837,21196,216,520,1124,4911,557,27332,17973,193267,3387,1588,53782,633,1597,10104,398,991,3941,297,1373,4081,0,0,0,8010,1154,92396,5371,1283,68933,2638,889,23463,223,480,1070,5026,555,27893,17908,180199,3374,1496,50461,585,1396,8166,484,798,3862,304,1335,4055,5,109,5,7749,1090,84465,5150,1239,63782,2599,796,20683,231,518,1195,5177,541,27990,17109,186986,3313,1875,62136,435,1207,5245,492,992,4876,309,1624,5023,6,33,2,7451,1104,82270,4928,1292,63656,2523,738,18614,278,655,1822,1597,633,10108,3227,480,15504,16398,166680,3340,1443,48194,303,966,2924,487,1173,5716,359,1133,4070,6,19,1,7076,1085,76745,4819,1251,60307,2257,728,16439,285,837,2382,1403,698,9794,3139,537,16853,17347,192765,3774,1789,67524,423,1167,4936,472,877,4145,316,986,3113,14,332,48,8010,1106,88612,5944,1214,72131,2067,797,16481,281,567,1592,1168,684,7982,2889,513,14813,18748,213211,3820,2031,77610,492,1368,6727,492,878,4317,386,822,3176,14,1019,142,8652,1102,95317,6341,1185,75155,2311,873,20162,323,564,1825,1298,571,7418,3270,510,16679,18568,154739,3768,1281,48286,475,510,2425,489,702,3432,403,855,3445,13,1004,134,8592,861,73948,6159,964,59399,2432,598,14549,322,462,1485,1180,488,5751,3326,476,15833,-,-,3711,1416,52553,475,1246,5924,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"제주도",22342,659143,0,0,0,8,2538,203,1,0,0,0,0,0,21241,3012,639673,71,744,528,71,744,528,0,0,0,0,0,0,1021,1835,18739,22644,627760,0,0,0,0,0,0,2,1650,33,5,2060,103,21672,2814,609783,89,534,475,89,534,475,0,0,0,0,0,0,876,1982,17366,22540,615297,0,2098,1,0,0,0,2,1347,24,5,1713,92,21486,2772,595660,95,790,753,95,790,753,0,0,0,0,0,0,952,1972,18767,22422,635860,0,750,1,0,2247,9,2,977,21,6,1359,80,21458,2888,619761,144,458,660,144,458,660,0,0,0,0,0,0,811,1889,15328,22031,643669,0,60,0,1,2071,11,23,17,4,6,1035,61,21101,2981,628937,137,272,373,137,272,373,0,0,0,0,0,0,141,505,712,622,2180,13571,22075,674042,1,0,0,0,1197,6,19,16,3,1,680,4,20991,3135,658038,136,232,315,135,231,312,1,646,3,0,0,0,143,532,761,786,1898,14915,22745,650029,0,0,0,0,0,0,0,427,1,11,522,56,21877,2900,634487,27,460,124,27,462,124,0,558,0,6,143,8,57,547,314,766,1963,15039,22903,624330,0,805,1,0,0,0,0,964,0,6,218,14,21993,2770,609260,17,439,73,17,442,73,0,0,0,0,0,0,59,510,299,828,1773,14683,22890,621172,0,499,1,0,879,1,1,524,3,69,290,201,21937,2763,606178,28,1011,286,27,1027,281,1,527,5,1,362,3,56,596,332,798,1776,14167,-,-,0,198,0,0,801,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
