지점,지점명,일시,평균최저기온(°C),평균최고기온(°C),평균 해면기압(hPa),평균 상대습도(%),합계 일조시간(hr),평균 풍속(m/s),합계 대형 증발량(mm)
211,인제,2017,5.2,16.8,1016.7,62.1,2240.3,1.7,
211,인제,2018,4.8,16.5,1017.2,65.3,2273,1.8,
211,인제,2019,5.8,17.6,1016.7,67.2,2083.9,1.6,
211,인제,2020,6.2,17.3,1016.8,69,1901.8,1.6,
211,인제,2021,6.3,17.6,1016.9,70.2,1896.5,1.5,
211,인제,2022,5.5,17.3,1016.9,68.9,1946.1,1.5,
211,인제,2023,6.5,18.1,1016.8,71.3,1945.3,1.3,
211,인제,2024,7.5,18.6,1016.7,72.2,1813.5,1.5,
212,홍천,2015,6.6,19,1016.7,64.8,2459.6,1.2,
212,홍천,2016,6.9,18.9,1016.7,65.5,2378.1,1.2,
212,홍천,2017,5.7,18,1016.7,65.3,2502.4,1.2,
212,홍천,2018,5.6,18,1017.1,67.3,2513.4,1.2,
212,홍천,2019,6.6,19,1016.5,67.3,2275.7,1.1,
212,홍천,2020,6.3,18,1016.8,69.3,2105.5,1.2,
212,홍천,2021,6.5,18.2,1017,69.9,2018.8,1.1,
212,홍천,2022,5.7,17.7,1017.2,68.6,1963.5,1,
212,홍천,2023,6.9,18.5,1017.1,71,1989.4,.9,
212,홍천,2024,8,19.1,1016.9,72,1959.8,.9,
216,태백,2015,4.8,15.4,1015.7,66.6,1989.2,1.6,
216,태백,2016,4.8,15.3,1015.6,69.4,1950.1,1.6,
216,태백,2017,3.9,14.5,1015.5,65.3,2133,1.6,
216,태백,2018,4.2,14.8,1016,66.9,2064.6,1.6,
216,태백,2019,4.8,15.6,1015.6,67.3,2102.6,1.5,
216,태백,2020,4.9,15,1015.7,68.4,2022.1,1.5,
216,태백,2021,4.8,14.9,1016,69.1,1852.3,1.4,
216,태백,2022,3.8,15,1016.1,65.8,2084,1.3,
216,태백,2023,4.6,15.8,1016,67.4,2070.6,1.3,
216,태백,2024,5.6,16.6,1016.1,70.2,1509.9,1.4,558.6
217,정선군,2015,6.3,17.9,1016.6,64,2036.7,1.7,
217,정선군,2016,6.5,17.9,1016.7,64.4,1986.1,1.5,
217,정선군,2017,5.5,17.3,1016.7,63.8,2034.9,1.7,
217,정선군,2018,5.4,17.2,1017.2,65.7,1889.6,1.7,
217,정선군,2019,5.9,17.9,1016.7,65.3,1753.9,1.7,
217,정선군,2020,6,17.4,1016.8,74.2,1928.5,1.8,
217,정선군,2021,6.3,17.8,1016.9,67,1679.8,1.7,
217,정선군,2022,5.4,17.5,1017,63.1,1805.9,1.5,
217,정선군,2023,5.6,18.6,1016.9,65.5,1846.5,1.4,
217,정선군,2024,6.5,19.4,1016.7,67.7,1639.1,1.3,
221,제천,2015,5.1,17.8,1016.6,68,2242.7,1.5,
221,제천,2016,5.4,17.8,1016.7,67.6,2135.1,1.4,
221,제천,2017,4.3,17.2,1016.4,66.3,2319.6,1.6,
221,제천,2018,4.5,17.4,1016.7,66.9,2337.5,1.6,
221,제천,2019,4.9,18.2,1016.6,66.6,2207.7,1.5,
221,제천,2020,5.3,17.1,1017,72.7,2152.3,1.3,
221,제천,2021,5.6,17.4,1016.9,73.9,2189.8,1.2,
221,제천,2022,4.5,17,1016.4,72.8,2294,1.2,
221,제천,2023,5.8,17.7,1016.6,74.6,2310.8,1.2,
221,제천,2024,7.1,18.3,1016.5,75.9,2188.6,1.3,
226,보은,2015,6.4,18.6,1016.8,69.8,2097.8,1.4,
226,보은,2016,6.7,18.8,1016.9,68.6,2077.7,1.4,
226,보은,2017,5.5,18.4,1017.1,67.5,2285.6,1.4,
226,보은,2018,5.7,18.5,1017.3,70.4,2257.5,1.3,
226,보은,2019,6.1,19,1016.6,70.7,2126.8,1.3,
226,보은,2020,6.3,18,1016.9,74.5,2059.9,1.1,
226,보은,2021,6.7,18.4,1016.8,75.4,2067.7,1.2,
226,보은,2022,6,17.9,1016.7,71.7,2284.6,1.1,
226,보은,2023,7.1,18.7,1016.5,74.3,2218.1,1.2,
226,보은,2024,8.5,19.2,1016.4,75.6,2074.1,1.2,
232,천안,2015,7.9,18.8,1016,71.7,2124.7,1.9,
232,천안,2016,7.4,18.6,1016.5,69.9,2223.8,1.5,
232,천안,2017,6.1,18,1016.9,64.1,2473.1,1.5,
232,천안,2018,6.2,18,1017.1,65.3,2396.4,1.6,
232,천안,2019,6.3,18.1,1016.6,,2256.6,1.3,
232,천안,2020,7,18,1017.2,74.8,2185.3,1.3,
232,천안,2021,7.2,18.5,1017.4,75.6,2177.3,1.3,
232,천안,2022,6.4,18.1,1016.9,73.6,2320.6,1.2,
232,천안,2023,7.7,19,1016.8,73.6,2134.1,1.2,
232,천안,2024,8.8,19.4,1016.8,74.8,2195.4,1.2,
235,보령,2015,9.2,18,1016.5,76.9,2298.6,1.7,
235,보령,2016,9.5,18.3,1016.5,78.3,2245.2,1.5,
235,보령,2017,8.5,17.5,1016.9,78.8,2413.2,1.5,
235,보령,2018,8.8,17.6,1016.7,76,2289.9,1.5,
235,보령,2019,8.9,18.1,1015.9,70.4,1977.5,1.4,
235,보령,2020,9.1,17.7,1016,72.8,1962.5,1.6,
235,보령,2021,9.6,18.5,1015.8,71.6,2211.8,1.6,
235,보령,2022,8.8,17.9,1016.2,70.3,2172.9,1.6,
235,보령,2023,9.7,18.7,1016,71.8,2255.3,1.5,
235,보령,2024,10.6,19.8,1015.7,74.7,2163.1,1.9,818.3
236,부여,2015,7.8,19,1016.7,75.7,2081.7,1.3,
236,부여,2016,8.2,19.4,1016.8,74.3,2082.5,1.3,
236,부여,2017,7,18.9,1017.1,71.1,2313.9,1.3,
236,부여,2018,7.3,19.1,1017.2,71.4,2344,1.3,
236,부여,2019,7.4,19.5,1017,72,2172.6,1.3,
236,부여,2020,7.7,18.9,1017.6,75.1,2081.3,1.2,
236,부여,2021,8.1,19.5,1017.3,75.4,2113.2,1.1,
236,부여,2022,7.3,19.1,1016.7,73.1,2334.4,,
236,부여,2023,8.4,19.9,1016.5,75,2205.7,1.1,
236,부여,2024,9.5,20.3,1016.4,77,2187,1,
238,금산,2015,7.1,18.8,1016.6,73.1,2022.2,1.2,
238,금산,2016,7.3,19,1016.7,71.8,2070.1,1.2,
238,금산,2017,6,18.5,1016.9,68.6,2250,1.3,
238,금산,2018,6.2,18.6,1017,68.3,2265.5,1.3,
238,금산,2019,6.6,19.2,1016.8,68.7,2110.6,1.2,
238,금산,2020,7.2,18.7,1017.2,73.7,2062,1.2,
238,금산,2021,7.5,19.2,1017,73.9,2119.3,1.2,
238,금산,2022,6.4,18.7,1016.6,70,2264.3,1.1,
238,금산,2023,7.4,19.3,1016.4,73.3,2170.2,1.1,
238,금산,2024,8.9,20.1,1016.2,74.7,2165.5,1.1,
239,세종,2019,,,,,1221.7,,
239,세종,2020,8.5,18.5,1017,66.7,2176,1.4,
239,세종,2021,8.8,18.9,1016.5,66.8,2179,1.4,
239,세종,2022,8.1,18.7,1016.7,64.3,2308.9,1.3,
239,세종,2023,9,19.3,1016.5,69.3,2114.7,1.4,914
239,세종,2024,10.1,19.8,1016.3,72.3,2093.5,1.4,905.5
243,부안,2015,9.2,18.7,1016.8,71.6,2107.5,1.7,
243,부안,2016,9.5,19,1016.9,72.2,2102.3,1.7,
243,부안,2017,8.6,18.7,1017.3,70.3,2322.7,1.7,
243,부안,2018,8.8,18.8,1017.2,71.1,2348.2,1.7,
243,부안,2019,9.1,19.1,1017,72.5,2386.6,1.6,
243,부안,2020,9.4,18.5,1017.1,77.8,2111.3,1.6,
243,부안,2021,9.6,19.3,1016.8,76.3,2143.3,1.5,
243,부안,2022,9,18.8,1016.8,73,2286.7,,
243,부안,2023,9.9,19.5,1016.6,74.8,2163.9,1.5,
243,부안,2024,11,20.2,1016.4,76.3,2141.3,1.5,
244,임실,2015,6.5,18.6,1016.8,71.8,1964.9,1.3,
244,임실,2016,7,19.1,1016.9,72.4,1965.9,1.3,
244,임실,2017,5.6,18.6,1017.2,70.5,2182.1,1.2,
244,임실,2018,6,18.8,1017.1,71.3,2205.6,1.2,
244,임실,2019,6.4,19.1,1016.7,72.1,2095.8,1.3,
244,임실,2020,6.9,18,1017.2,77.6,1986.3,1.1,
244,임실,2021,7.2,18.7,1016.8,76.7,2080.1,1.1,
244,임실,2022,6.4,18.5,1016.5,72.3,2166.9,1.1,
244,임실,2023,7.8,19.3,1016.3,74.8,2069.1,1.1,
244,임실,2024,8.9,19.8,1016.1,76.9,2048.2,1.1,
245,정읍,2015,9.5,19.7,1016.7,74.5,1690,1.4,
245,정읍,2016,9.7,19.7,1016.8,72.3,2248.8,1.4,
245,정읍,2017,8.1,18.8,1017,73.1,2415.3,1.5,
245,정읍,2018,8.4,18.7,1016.9,78.6,2391.5,1.6,
245,정읍,2019,8.5,18.8,1016.6,75.3,2023.6,,
245,정읍,2020,8.8,18.5,1016.7,71.8,1997.8,1.6,
245,정읍,2021,9.1,19.2,1016.4,71.3,2236,1.6,
245,정읍,2022,8.5,18.6,1016.8,69.3,2363.8,1.6,
245,정읍,2023,9.5,19.6,1016.6,70.2,2247.9,1.5,
245,정읍,2024,10.7,20.7,1016.3,74,2158.6,1.8,795.4
247,남원,2015,7.8,18.8,1016,68,2148.7,1.8,
247,남원,2016,8.5,19.3,1016,67.6,2176.3,1.7,
247,남원,2017,7.2,19.2,1016.5,65.1,2362.1,1.6,
247,남원,2018,7.7,19.2,1016.9,66.8,2418.1,1.7,
247,남원,2019,8,19.6,1016.6,67.9,2315.4,1.6,
247,남원,2020,8.1,19.1,1017.1,73.4,2162.1,1.7,
247,남원,2021,8.3,19.6,1017,73.3,2214,1.8,
247,남원,2022,7.3,19.1,1017.2,69.1,2355.3,1.7,
247,남원,2023,8.6,19.9,1017.1,71.7,2143.6,1.6,
247,남원,2024,9.9,20.5,1016.7,74.3,2160.4,1.7,
248,장수,2015,5.9,17.9,1016.5,74.8,1965,1.7,
248,장수,2016,6.1,18,1016.6,74.3,2013.2,1.7,
248,장수,2017,4.8,17.5,1016.9,71.3,2187.8,1.7,
248,장수,2018,5.2,17.7,1016.9,70.4,2194.7,1.7,
248,장수,2019,5.6,18,1016.6,71.3,2098.2,1.5,
248,장수,2020,6,17.3,1016.8,78.4,1988.7,1.5,
248,장수,2021,6,17.9,1016.7,77.4,1959.2,1.4,
248,장수,2022,5.1,17.6,1016.9,72.2,2156.4,1.4,
248,장수,2023,6.3,18.3,1016.8,75.3,2032,1.4,
248,장수,2024,7.6,18.8,1016.5,77.3,1928.6,1.3,
251,고창군,2015,9.3,19.5,1016.2,72.1,1982.2,1.6,
251,고창군,2016,9.7,19.8,1016.2,74.3,1972.9,1.7,451.9
251,고창군,2017,8.3,19.4,1016.6,73.8,2164.6,1.6,908.5
251,고창군,2018,7.9,18.7,1016.5,72.8,2176.8,2,702.6
251,고창군,2019,8.3,18.9,1016.1,71.9,2218.9,1.5,891.1
251,고창군,2020,8.7,18.7,1016.3,71.7,2110.1,1.6,888.2
251,고창군,2021,9.1,19.6,1016.4,71,2160.2,1.5,949.3
251,고창군,2022,8.3,19.1,1016.7,71.3,2291.3,1.6,931.9
251,고창군,2023,9.2,19.8,1016.4,73.8,1941,1.5,919.1
251,고창군,2024,10.3,20.5,1016,75.8,1887.9,1.5,898.5
252,영광군,2015,8.9,18.8,1016.6,73.8,2360.9,2.3,
252,영광군,2016,9.2,18.8,1016.7,73.6,2351.9,2.3,484.7
252,영광군,2017,8,18.6,1017.1,71.9,2564,2.2,999.9
252,영광군,2018,8.4,18.7,1017,73.8,2548.7,2.1,990.1
252,영광군,2019,8.6,18.6,1016.8,75.8,2341.2,1.7,857
252,영광군,2020,9,18.4,1017.1,75.9,2250.8,1.7,875.3
252,영광군,2021,9.4,19.4,1016.7,73.8,2284,1.6,930.6
252,영광군,2022,8.7,18.8,1017.1,72,2440.2,1.8,956.2
252,영광군,2023,9.5,19.4,1016.8,74.3,2038.8,1.7,916
252,영광군,2024,10.7,20,1016.5,76.5,2079.1,1.6,894.7
253,김해시,2015,11.2,20.6,1016.8,60.8,2408.4,2,
253,김해시,2016,11.4,20.6,1016.8,66.5,2295.7,2.1,375.4
253,김해시,2017,10.1,20.2,1016.7,62.8,2648.9,2.2,895.4
253,김해시,2018,10.5,20.3,1017,65.5,2567.9,2.1,918.7
253,김해시,2019,11.2,21.1,1016.5,64.8,2531.1,2.1,948.9
253,김해시,2020,10.6,20.2,1017.2,66,2362.1,1.9,1011.5
253,김해시,2021,10.7,20.6,1016.9,66.7,2243,1.7,966.9
253,김해시,2022,10.5,20.4,1016.4,62.1,2440,1.7,1041.1
253,김해시,2023,11.1,21.1,1016.6,67.8,2325.4,1.6,972.3
253,김해시,2024,11.9,21.7,1016.5,69.6,2259,1.6,942.7
254,순창군,2015,8,19.5,1016.9,72.6,2279.5,1.6,
254,순창군,2016,7.5,18.7,1017,73,2328.3,1.7,495.9
254,순창군,2017,6.6,18.7,1017.2,70.2,2538.4,1.7,1068.5
254,순창군,2018,7.4,19.2,1017.2,73.8,2523.4,1.4,703.7
254,순창군,2019,7.6,19.5,1016.8,73.1,2296.4,1.5,698.8
254,순창군,2020,8,18.9,1016.7,74.5,2033.1,1.8,914.7
254,순창군,2021,8.4,19.8,1016.7,75.3,2109.9,1.5,948
254,순창군,2022,7.5,19.4,1017,71.8,2196.6,1.7,978.4
254,순창군,2023,8.5,19.9,1017,74.6,2071.4,1.6,952.7
254,순창군,2024,9.7,20.6,1016.3,72.2,2017.8,1.6,986
255,북창원,2015,10.2,19.8,1015.9,69,2133,1.3,
255,북창원,2016,10.7,19.9,1015.9,68.6,2206.6,1.4,387.8
255,북창원,2017,10.1,20.3,1016.1,62.8,2529.1,1.4,940.7
255,북창원,2018,10,19.8,1016.5,65.5,2360.3,1.5,701.6
255,북창원,2019,9.7,19.8,1016,66,2357.4,1.3,693.5
255,북창원,2020,10.9,20.5,1016.1,67.3,2203.5,1.5,959.2
255,북창원,2021,11.3,21.3,1016.1,68.8,2138.3,1.4,962.8
255,북창원,2022,11,20.7,1015.8,62.4,2305.7,1.7,1029.3
255,북창원,2023,11.7,21.3,1016,67.7,2147.8,1.5,947.5
255,북창원,2024,12.8,22.1,1015.7,68.3,2145.1,1.5,951.4
257,양산시,2015,10.4,20.4,1017.2,62.8,2355.2,2.4,
257,양산시,2016,10.8,20.7,1017.3,65.8,2165.5,2.3,390.8
257,양산시,2017,10.1,21,1017.2,65,2468.5,2.3,901.3
257,양산시,2018,10,20.5,1017.5,67.7,2282.9,2.3,692.3
257,양산시,2019,10.6,21.3,1017,67.1,2264.7,2.1,766.2
257,양산시,2020,10.4,20.7,1017.1,67.7,2131.8,2.2,1032.2
257,양산시,2021,10.7,21.1,1016.2,69.5,2131.7,2.2,1038
257,양산시,2022,10.5,21.2,1015.9,63.8,2232.8,2.2,1076.9
257,양산시,2023,11.2,21.7,1015.8,68.3,2163.7,2,1031.4
257,양산시,2024,12.3,22.3,1015.3,69.8,2063.5,2.1,1032.4
258,보성군,2015,9.9,19.7,1016.7,65.9,2212.9,2.7,
258,보성군,2016,10.1,19.7,1016.8,69.8,2263.3,2.5,413.6
258,보성군,2017,8.8,19.9,1017,67.7,2569.3,1.7,847.8
258,보성군,2018,9.1,19.4,1017,70.8,2502,,695.1
258,보성군,2019,9.3,19.8,1016.6,70.1,2498.2,3,819.9
258,보성군,2020,9.8,19.8,1016.5,73.3,2231.1,3.2,1038
258,보성군,2021,10,20.5,1016,73.9,2348.6,3,1097.2
258,보성군,2022,9.6,20.2,1017,70.1,2402.7,3.1,1117.8
258,보성군,2023,10,20.5,1017.1,75.9,2245.8,2.6,1005
258,보성군,2024,11.2,21,1016.8,78,2254.8,,980.9
259,강진군,2015,9.3,19.3,1017.1,73.9,2208.9,2.4,
259,강진군,2016,10,19.6,1017.1,75.8,2143.4,2.3,360.1
259,강진군,2017,8.8,19.7,,,2367.3,2.3,844.2
259,강진군,2018,9.3,19.5,1017.3,71.9,2348.3,2.4,765.4
259,강진군,2019,9.4,19.8,1016.9,69.5,2306,2.2,939.7
259,강진군,2020,9.6,19.5,1017.2,71.1,2196.6,2.2,935
259,강진군,2021,10,20.5,1014.7,73.8,2103.1,1.8,982.4
259,강진군,2022,9.5,20.3,1015.6,70.8,2182.3,1.8,999.8
259,강진군,2023,10.1,20.6,1016.2,75.8,1999.4,1.6,917.8
259,강진군,2024,11.2,21.2,1015.7,78.5,2013.5,1.6,894.3
260,장흥,2015,8.9,19.5,1016.5,76.5,2020.6,1.9,
260,장흥,2016,9.5,19.5,1016.4,76.1,2096.1,1.8,
260,장흥,2017,8.2,19.8,1016.7,72.5,2337.3,1.8,
260,장흥,2018,8.5,19.5,1016.6,74.7,2152.3,1.8,
260,장흥,2019,8.8,20,1016.2,72.5,2280.1,1.8,
260,장흥,2020,8.6,19.2,1016.5,73.9,2198.6,1.7,
260,장흥,2021,9,20,1016.3,75.3,2332.5,1.6,
260,장흥,2022,8.4,19.8,1016.5,71.7,2411.3,1.7,
260,장흥,2023,9,20.3,1016.4,77,2233.9,1.5,
260,장흥,2024,10.4,20.8,1016.2,77.9,2240.1,1.5,
261,해남,2015,9,19.2,1016.4,78.4,2049.3,2,
261,해남,2016,9.1,19.4,1016.4,75.8,2104.5,2.2,
261,해남,2017,7.6,19.5,1016.7,70.3,2374.1,2,
261,해남,2018,7.9,19,1016.9,75.1,2288.8,2.1,
261,해남,2019,7.8,19.1,1016.7,76.3,2305.9,2,
261,해남,2020,8.3,18.8,1017,76.5,2181.2,,
261,해남,2021,8.7,19.7,1016.7,76.3,2346.8,2.1,
261,해남,2022,8.3,19.2,1017.2,75.2,2427.8,2,
261,해남,2023,9.6,20.1,1016.9,78.7,2211.3,1.9,
261,해남,2024,10.9,20.7,1016.6,79.3,2258.8,2,
262,고흥,2015,9.3,19.4,1016.3,76.5,2106.2,1.7,
262,고흥,2016,9.6,19.3,1016.3,77.5,2099.5,1.4,
262,고흥,2017,8.4,19.5,1016.5,70.4,2409.3,1.5,
262,고흥,2018,8.5,19.1,1016.4,73.7,2306.5,1.3,
262,고흥,2019,8.7,19.4,1016,72.3,2187.3,1.4,
262,고흥,2020,8.7,19,1016.3,73.4,2201.3,1.5,
262,고흥,2021,9.4,19.9,1016.2,73.1,2314.2,1.4,
262,고흥,2022,8.8,19.3,1016.4,69.3,2353.7,1.6,
262,고흥,2023,9.6,20,1016.4,74.9,2161.2,1.4,
262,고흥,2024,11,21.4,1016,74.9,2169.3,1.7,790.8
263,의령군,2015,7.4,19.6,1016.3,76.1,2106.7,1.2,
263,의령군,2016,7.9,19.9,1016.3,76,2072.7,1.1,406
263,의령군,2017,7.4,20.9,1016.3,69.6,2425.8,1.3,1010.7
263,의령군,2018,7.6,20.4,1016.6,70,2274.9,1.2,951.7
263,의령군,2019,8.2,20.9,1016.1,69.4,2288.6,1.2,973.6
263,의령군,2020,8.3,20.7,1016.3,69.3,2261.5,1.4,976.2
263,의령군,2021,8.4,21.4,1016.4,68.3,2238.6,,1047.9
263,의령군,2022,7.6,21.2,1016.3,64.1,2413.2,1.8,1149.4
263,의령군,2023,8.6,21.6,1016.3,,2146.7,1.6,1026.5
263,의령군,2024,10.1,22.2,1015.9,72.9,2192.2,1.6,1026
264,함양군,2015,7.5,19.6,1016.5,75.7,2052.8,1.2,
264,함양군,2016,8.1,20,1016.4,73.4,2060.9,1.3,427
264,함양군,2017,6.6,20,1016.6,71.1,2304.2,1.4,1002.2
264,함양군,2018,6.7,19.6,1016.8,75.9,2280.5,1.2,938.7
264,함양군,2019,7.3,20,1016.3,74.5,2272.3,1.2,946.9
264,함양군,2020,7.5,19.7,1016.5,69,2176.8,1.3,971.1
264,함양군,2021,7.7,20.1,1016.5,66.8,2092,1.6,1051.6
264,함양군,2022,6.9,20.1,1016.6,64.7,2313.7,1.7,1112.9
264,함양군,2023,7.9,20.6,1016.5,69.8,2106.1,1.5,1029
264,함양군,2024,9.3,21,1016.2,72.2,2080,1.5,1002.9
266,광양시,2015,11.5,20.2,1015.5,71,2405.3,2,
266,광양시,2016,11.5,20.1,1015.6,74.1,2231.6,1.9,462.4
266,광양시,2017,10.6,20.1,1015.9,68.2,2549.3,1.9,1035.5
266,광양시,2018,10.7,19.8,1016.6,65.7,2374.2,1.9,997.3
266,광양시,2019,11.2,20.5,1016,58.8,2382.3,1.8,1084.4
266,광양시,2020,11,20,1016.4,61.3,2294.8,1.7,1054.6
266,광양시,2021,11.3,20.6,1016.5,65.6,2340.2,1.7,1025.1
266,광양시,2022,10.9,20.6,1016.5,62.3,2387.5,2,1081.3
266,광양시,2023,11.3,20.8,1016.6,68.3,2199.1,1.8,993
266,광양시,2024,12.1,21.4,1016.3,69.7,2186.7,1.8,994.7
268,진도군,2015,9.9,18.5,1016,79.3,2069.3,2.3,
268,진도군,2016,10.4,18.7,1016,79.8,2047.2,2.5,
268,진도군,2017,9.4,18.7,1016.4,74.4,2138.5,2.4,
268,진도군,2018,9.8,18.5,1016.2,75.4,2202.7,2.3,
268,진도군,2019,9.8,18.6,1015.8,73.6,2155.7,2.3,
268,진도군,2020,10.1,18.5,1016.3,76.8,1946.1,2.6,
268,진도군,2021,,,1016.1,77.3,2065.9,2.3,
268,진도군,2022,9.7,18.7,1016,75.5,2138.5,2.5,
268,진도군,2023,10.1,19.3,1016.2,77.8,2018,2.4,
268,진도군,2024,11.4,20,1016.5,78.8,1984.1,2.3,
271,봉화,2015,4.1,17.3,1016.1,69.5,2132.9,1.5,
271,봉화,2016,4.8,17.6,1016.1,67.5,2188.5,1.5,
271,봉화,2017,3.9,17.4,1016.2,66.1,2238,1.5,
271,봉화,2018,4,17.4,1016.8,66.7,2253.6,1.5,
271,봉화,2019,4.8,18.1,1016.3,68.6,2160.1,1.5,
271,봉화,2020,5.3,16.9,1016.5,72.9,2076.4,1.3,
271,봉화,2021,4.6,16.1,1016.7,73.7,2064.6,1.3,
271,봉화,2022,4.9,17.3,1015.3,70.8,2189.7,1.3,
271,봉화,2023,6.1,17.9,1016.3,73,2205.5,1.2,
271,봉화,2024,7.6,18.7,1016.4,74.4,2130.6,1.2,
272,영주,2015,6.9,18.6,1016.2,66.2,2278,2.5,
272,영주,2016,6.8,18.2,1016.3,65.2,2180.2,2.5,
272,영주,2017,5.9,17.7,1016.3,61.6,2521.8,2.7,
272,영주,2018,5.9,17.6,1016.6,62.1,2513.6,2.5,
272,영주,2019,6.4,18.1,1016.3,63.8,2396,2.4,
272,영주,2020,6.7,17.6,1016.7,69.1,2211.4,2.4,
272,영주,2021,6.6,17.8,1016.7,71.5,2206.4,2.3,
272,영주,2022,6.1,17.7,1016.2,68,2331,2.5,
272,영주,2023,6.9,18.3,1016.3,71.4,2271.7,2.2,
272,영주,2024,8.3,18.9,1016.2,73.2,2271.5,2.1,
273,문경,2015,7.2,18.4,1016.4,59.8,2204.1,1.8,
273,문경,2016,7.3,18,1016.5,60.1,2128.5,1.8,
273,문경,2017,7,18.5,1016.5,56.5,2425.8,2,
273,문경,2018,7,18.4,1016.8,56.9,2317.7,2,
273,문경,2019,7.4,18.9,1016.4,63.7,2257.3,1.9,
273,문경,2020,7.5,18,1016.2,68.4,2184.3,1.8,
273,문경,2021,7.5,18.2,1016.1,70.7,2088.5,1.7,
273,문경,2022,7.1,18.3,1016,66.5,2318.6,1.7,
273,문경,2023,7.9,19,1015.8,69.6,2255.7,1.6,
273,문경,2024,9.1,19.4,1015.7,72.3,2192.6,1.6,
276,청송군,2015,5.6,18.7,1016.4,68.9,2088.5,1.3,
276,청송군,2016,6,18.6,1016.5,68.3,1967.4,1.3,394.5
276,청송군,2017,5,18.5,1016.4,66.1,2184.4,1.5,968.2
276,청송군,2018,5.3,18.1,1016.8,68.4,2239.6,1.5,944.1
276,청송군,2019,5.8,18.5,1016.5,75.3,2262.2,1.4,884.2
276,청송군,2020,5.7,18.5,1016.7,77.3,2190.8,1.5,864.5
276,청송군,2021,5.7,18.6,1016.9,68,2109.9,1.9,993.4
276,청송군,2022,4.7,18.8,1016.3,64.8,2316.1,1.8,1064.2
276,청송군,2023,5.8,19.5,1016.3,69.4,2317.6,1.6,1043.3
276,청송군,2024,7.2,20,1016.1,71.8,2152.5,1.7,981.4
277,영덕,2015,8.8,19,1016.1,63.3,2301.9,3,
277,영덕,2016,9.2,19.1,1016.1,64.2,2354.1,2.8,
277,영덕,2017,8.8,19.3,1015.8,59.2,2610.6,2.8,
277,영덕,2018,8.6,18.9,1016.3,62.5,2514.6,2.9,
277,영덕,2019,9.6,19.9,1015.7,64.1,2477.8,2.7,
277,영덕,2020,9.1,18.7,1015.8,66.8,2378.6,2.8,
277,영덕,2021,8.9,18.7,1016,69.3,2241.6,2.5,
277,영덕,2022,8.7,18.9,1015.9,64.5,2409.7,2.6,
277,영덕,2023,9.5,19.1,1015.8,67.3,2462.6,2.5,
277,영덕,2024,10.2,19.6,1015.9,70.3,2340.3,2.7,
278,의성,2015,5.7,19.5,1016.5,69.1,2166.5,1.2,
278,의성,2016,6.5,20,1016.5,70.5,2224.6,1.2,
278,의성,2017,5,19.9,1016.6,63.8,2518.7,1.3,
278,의성,2018,5.7,20.2,1016.9,64.7,2448.1,1.3,
278,의성,2019,6.3,20.7,1016.4,65.1,2374.3,1.2,
278,의성,2020,6.1,19.5,1016,71.3,2174.3,1.1,
278,의성,2021,6.3,19.7,1015.9,73.6,2079.9,1,
278,의성,2022,5.6,19.7,1015.8,68.6,2295.8,1.1,
278,의성,2023,6.7,20.3,1015.7,73.1,2224.3,1,
278,의성,2024,8.1,20.9,1015.5,74.8,2066.1,1,
279,구미,2015,9,19.7,1016.5,68.3,2246.3,1.5,
279,구미,2016,9.4,19.5,1016.5,71.3,2005.5,1.2,
279,구미,2017,8.4,19.7,1016.5,67.1,2341,1.2,
279,구미,2018,8.5,19.3,1016.9,70,2310.5,1.1,
279,구미,2019,9.1,19.9,1016.4,70.5,2294.6,1.1,
279,구미,2020,9,19.6,1016.6,68.8,2254.7,1.1,
279,구미,2021,8.9,20,1016.7,65.5,2175.2,.9,
279,구미,2022,8.6,20,1016.8,59.8,2376.8,.9,
279,구미,2023,9.3,20.3,1016.7,64.1,2229.7,.7,
279,구미,2024,10.4,20.9,1016.6,65.4,2167.5,.8,
281,영천,2015,7.9,19.8,1016.3,66,2179,1.8,
281,영천,2016,8.5,19.9,1016.3,66.2,2250.4,1.8,
281,영천,2017,7.5,20.2,1016.2,58.7,2570.8,1.9,
281,영천,2018,7.6,19.8,1016.6,61.3,2419.2,1.8,
281,영천,2019,8.3,20.5,1016.3,61.2,2408.1,1.8,
281,영천,2020,7.9,19.3,1016.8,67.2,2193.8,1.8,
281,영천,2021,7.9,19.4,1017.2,69.9,2133.4,1.7,
281,영천,2022,7.5,19.5,1017.3,64.4,2252.2,1.7,
281,영천,2023,8.3,20,1017,68.8,2274.7,1.6,
281,영천,2024,9.5,20.5,1016.3,71,2096,1.6,
283,경주시,2015,8.2,19.8,1016.3,69,2049.7,2.3,
283,경주시,2016,8.9,19.9,1016.4,68,2227.6,2.3,440.4
283,경주시,2017,7.9,20.3,1016.2,64.8,2580.4,2.5,901.2
283,경주시,2018,8.1,19.7,1016.6,69.3,2329.7,2.4,940.5
283,경주시,2019,8.7,20.5,1016.3,68.8,2322,2.3,949.3
283,경주시,2020,8.7,19.9,1016.6,68.2,2368.8,2.6,985.6
283,경주시,2021,8.6,20,1016.6,69.2,2146.7,2.5,1039.1
283,경주시,2022,8.2,20.4,1016.6,64.3,2351.3,2.5,1155.9
283,경주시,2023,8.9,20.9,1016.5,66.9,2324.3,2.5,1125.6
283,경주시,2024,10.2,21.2,1016.4,66.9,2218.2,2.5,1114.4
